"","users","evcent","in.degree","out.degree","total.degree","betweenness","transitivity","coreness","turnover","p","n","s","n.pull","n.issue","n.issue.c","n.pull.c","n.commit","n.interactions"
"259",33569,0.058816216648754,7,7,7,0,1,7,TRUE,0,0,0,2,0,0,8,5,15
"260",1189394,0.0418496741445557,1,1,1,0,NaN,1,FALSE,0,0,0,1,0,0,1,0,2
"261",1540597,0.0100671452888932,1,1,1,0,NaN,1,FALSE,0,0,0,1,0,0,1,0,2
"262",419884,0.0445461356488451,2,2,2,0,1,2,TRUE,0,0,0,2,0,0,1,2,5
"263",51661,0.0418496741445557,1,1,1,0,NaN,1,FALSE,0,0,0,1,0,0,1,0,2
"264",4420101,0.0457528518192454,4,4,4,529,0.5,3,FALSE,0,0,0,1,0,0,3,0,4
"265",8566723,0.0418496741445557,1,1,1,0,NaN,1,FALSE,0,0,0,1,0,0,0,1,2
"266",410211,0.0436775660512269,2,2,2,0,1,2,TRUE,0,0,0,1,0,0,4,1,6
"267",3757319,0.0456724264753226,3,3,3,0,1,3,FALSE,0,0,0,1,0,0,1,0,2
"268",4116045,0.0418496741445557,1,1,1,0,NaN,1,FALSE,0,0,0,1,0,0,1,0,2
"269",5226301,0.0418496741445557,1,1,1,0,NaN,1,FALSE,0,0,0,1,0,0,0,0,1
"270",8752572,0.0436775660512269,2,2,2,0,1,2,FALSE,0,0,0,1,0,0,1,2,4
"271",3955210,0.0473693633103501,3,3,3,0,1,3,FALSE,0,0,0,1,0,0,0,0,1
"272",291640,0.0418496741445557,1,1,1,0,NaN,1,FALSE,0,0,0,1,0,0,0,1,2
"273",1938967,0.0456724264753226,3,3,3,0,1,3,FALSE,0,0,0,1,0,0,2,0,3
"274",1087646,0.0418496741445557,1,1,1,0,NaN,1,FALSE,0,0,0,1,0,0,0,0,1
"275",252276,0.0418496741445557,1,1,1,0,NaN,1,FALSE,0,0,0,1,0,0,0,1,2
"276",54353,0.0418496741445557,1,1,1,0,NaN,1,FALSE,0,0,0,1,0,0,0,2,3
"277",4923966,0.0495328370733248,4,4,4,0,1,4,FALSE,0,0,0,1,0,0,0,1,2
"278",9220038,0.0456724264753226,3,3,3,0,1,3,TRUE,0,0,0,1,0,0,2,4,7
"279",1019269,0.0418496741445557,1,1,1,0,NaN,1,FALSE,0,0,0,1,0,0,1,0,2
"280",949097,0.0436775660512269,2,2,2,0,1,2,FALSE,0,0,0,1,0,0,1,0,2
"281",3356474,0.0418496741445557,1,1,1,0,NaN,1,FALSE,0,0,0,1,0,0,0,0,1
"282",775777,0.0100671452888932,1,1,1,0,NaN,1,FALSE,0,0,0,1,0,0,0,0,1
"283",5319266,0.0100671452888932,1,1,1,0,NaN,1,FALSE,0,0,0,1,0,0,1,0,2
"284",485836,0.0100671452888932,1,1,1,0,NaN,1,FALSE,0,0,0,1,0,0,0,0,1
"285",2998148,0.0418496741445557,1,1,1,0,NaN,1,FALSE,0,0,0,1,0,0,0,0,1
"286",103315,0.0418496741445557,1,1,1,0,NaN,1,FALSE,0,0,0,1,0,0,0,0,1
"287",1372322,0.0456724264753226,3,3,3,0,1,3,FALSE,0,0,0,1,0,0,1,0,2
"288",7351267,0.0418496741445557,1,1,1,0,NaN,1,FALSE,0,0,0,1,0,0,0,0,1
"289",971554,0.0418496741445557,1,1,1,0,NaN,1,FALSE,0,0,0,1,0,0,0,2,3
"290",1175041,0.0418496741445557,1,1,1,0,NaN,1,FALSE,0,0,0,1,0,0,0,0,1
"291",8586099,0.0418496741445557,1,1,1,0,NaN,1,FALSE,0,0,0,1,0,0,0,0,1
"292",11787668,0.0504580494100847,5,5,5,0.916666666666667,0.8,4,TRUE,0,0,0,2,0,0,3,0,5
"293",6455661,0.0100671452888932,1,1,1,0,NaN,1,FALSE,0,0,0,1,0,0,0,0,1
"294",4615775,0.0418496741445557,1,1,1,0,NaN,1,FALSE,0,0,0,1,0,0,0,0,1
"295",1698719,0.0418496741445557,1,1,1,0,NaN,1,FALSE,0,0,0,1,0,0,0,1,2
"296",10464727,0.0418496741445557,1,1,1,0,NaN,1,FALSE,0,0,0,1,0,0,0,0,1
"297",4533329,9.34861434287988e-18,0,0,0,0,NaN,0,FALSE,0,0,0,1,0,0,0,1,2
"298",93622,0.0456724264753226,3,3,3,0,1,3,FALSE,0,0,0,1,0,0,0,0,1
"299",891829,0.0418496741445557,1,1,1,0,NaN,1,FALSE,0,0,0,1,0,0,0,0,1
"300",947110,0.0418496741445557,1,1,1,0,NaN,1,FALSE,0,0,0,1,0,0,0,0,1
"301",775741,0.0456724264753226,3,3,3,0,1,3,FALSE,0,0,0,1,0,0,3,0,4
"302",74178,0.0418496741445557,1,1,1,0,NaN,1,FALSE,0,0,0,1,0,0,0,0,1
"303",13081122,0.0418496741445557,1,1,1,0,NaN,1,FALSE,0,0,0,1,0,0,2,0,3
"304",220239,0.0418496741445557,1,1,1,0,NaN,1,FALSE,0,0,0,1,0,0,0,0,1
"305",13539047,9.34861434287988e-18,0,0,0,0,NaN,0,FALSE,0,0,0,1,0,0,0,0,1
"306",1388,0.0418496741445557,1,1,1,0,NaN,1,FALSE,0,0,0,1,0,0,1,0,2
"307",6111424,0.0418496741445557,1,1,1,0,NaN,1,FALSE,0,0,0,1,0,0,0,0,1
"308",6171115,0.0418496741445557,1,1,1,0,NaN,1,FALSE,0,0,0,1,0,0,2,0,3
"309",3111805,0.0418496741445557,1,1,1,0,NaN,1,FALSE,0,0,0,1,0,0,0,1,2
"310",5979023,0.0418496741445557,1,1,1,0,NaN,1,FALSE,0,0,0,1,0,0,0,0,1
"311",42904,0.0418496741445557,1,1,1,0,NaN,1,FALSE,0,0,0,1,0,0,1,0,2
"312",795070,0.0436775660512269,2,2,2,0,1,2,TRUE,0,0,0,1,0,0,4,1,6
"313",991316,0.0418496741445557,1,1,1,0,NaN,1,FALSE,0,0,0,1,0,0,1,0,2
"314",13055416,0.0418496741445557,1,1,1,0,NaN,1,FALSE,0,0,0,2,0,0,0,0,2
"315",974276,9.34861434287988e-18,0,0,0,0,NaN,0,FALSE,0,0,0,1,0,0,0,1,2
"316",451903,0.0418496741445557,1,1,1,0,NaN,1,FALSE,0,0,0,2,0,0,1,0,3
"317",77226,0.0460426462030401,3,3,3,0,1,3,FALSE,0,0,0,1,0,0,3,0,4
"318",13557016,0.0418496741445557,1,1,1,0,NaN,1,FALSE,0,0,0,1,0,0,0,1,2
"319",3323691,0.0418496741445557,1,1,1,0,NaN,1,FALSE,0,0,0,1,0,0,2,0,3
"320",1800460,0.0418496741445557,1,1,1,0,NaN,1,FALSE,0,0,0,1,0,0,2,0,3
"321",122642,9.34861434287988e-18,0,0,0,0,NaN,0,TRUE,0,0,0,3,0,0,2,0,5
"322",5331717,0.00183110452094476,1,1,1,0,NaN,1,FALSE,0,0,0,1,0,0,1,0,2
"323",2565310,0.0418496741445557,1,1,1,0,NaN,1,FALSE,0,0,0,1,0,0,1,0,2
"324",981128,0.0418496741445557,1,1,1,0,NaN,1,FALSE,0,0,0,1,0,0,0,0,1
"325",13370023,0.0436807786655005,2,2,2,0,1,2,FALSE,0,0,0,1,0,0,2,0,3
"326",6097953,0.0418496741445557,1,1,1,0,NaN,1,FALSE,0,0,0,1,0,0,0,1,2
"327",15090679,0.0418496741445557,1,1,1,0,NaN,1,FALSE,0,0,0,1,0,0,0,0,1
"328",199499,0.0418496741445557,1,1,1,0,NaN,1,TRUE,0,0,0,1,0,0,4,0,5
"329",1451773,0.0436775660512269,2,2,2,0,1,2,FALSE,0,0,0,1,0,0,1,0,2
"330",11570450,0.0418496741445557,1,1,1,0,NaN,1,FALSE,0,0,0,1,0,0,3,0,4
"331",3692812,9.34861434287988e-18,0,0,0,0,NaN,0,FALSE,0,0,0,1,0,0,0,0,1
"332",6832281,9.34861434287988e-18,0,0,0,0,NaN,0,FALSE,0,0,0,1,0,0,0,0,1
"333",5538452,0.0418496741445557,1,1,1,0,NaN,1,FALSE,0,0,0,1,0,0,0,0,1
"334",972699,0.0436775660512269,2,2,2,0,1,2,FALSE,0,0,0,1,0,0,1,0,2
"335",13911280,0.0418496741445557,1,1,1,0,NaN,1,FALSE,0,0,0,1,0,0,0,0,1
"336",301259,0.0418496741445557,1,1,1,0,NaN,1,FALSE,0,0,0,1,0,0,0,0,1
"337",117856,0.0418496741445557,1,1,1,0,NaN,1,FALSE,0,0,0,1,0,0,0,0,1
"338",8403041,0.0418496741445557,1,1,1,0,NaN,1,FALSE,0,0,0,1,0,0,0,0,1
"339",16430116,0.0418496741445557,1,1,1,0,NaN,1,FALSE,0,0,0,1,0,0,0,0,1
"340",9648832,0.0436775660512269,2,2,2,0,1,2,FALSE,0,0,0,1,0,0,1,0,2
"341",249800,0.0418496741445557,1,1,1,0,NaN,1,FALSE,0,0,0,1,0,0,1,0,2
"342",7927097,0.0418496741445557,1,1,1,0,NaN,1,FALSE,0,0,0,1,0,0,0,0,1
"343",17698618,0.0418496741445557,1,1,1,0,NaN,1,FALSE,0,0,0,1,0,0,0,0,1
"344",2169351,0.0418496741445557,1,1,1,0,NaN,1,FALSE,0,0,0,1,0,0,0,0,1
"345",774797,0.0418496741445557,1,1,1,0,NaN,1,FALSE,0,0,0,1,0,0,0,0,1
"346",23859,0.0436775660512269,2,2,2,0,1,2,TRUE,0,0,0,1,0,0,3,1,5
"347",1112140,0.0418496741445557,1,1,1,0,NaN,1,FALSE,0,0,0,1,0,0,0,0,1
"348",1027886,0.0418496741445557,1,1,1,0,NaN,1,FALSE,0,0,0,1,0,0,1,0,2
"349",8709799,0.0418496741445557,1,1,1,0,NaN,1,FALSE,0,0,0,1,0,0,0,0,1
"350",1319941,0.0418496741445557,1,1,1,0,NaN,1,FALSE,0,0,0,1,0,0,1,0,2
"351",13060349,0.0436775660512269,2,2,2,0,1,2,FALSE,0,0,0,1,0,0,0,2,3
"352",18673838,0.0418496741445557,1,1,1,0,NaN,1,FALSE,0,0,0,1,0,0,0,0,1
"353",8196122,0.0418496741445557,1,1,1,0,NaN,1,FALSE,0,0,0,1,0,0,0,0,1
"354",1130575,9.34861434287988e-18,0,0,0,0,NaN,0,FALSE,0,0,0,1,0,0,0,0,1
"355",9432912,9.34861434287988e-18,0,0,0,0,NaN,0,FALSE,0,0,0,1,0,0,0,0,1
"356",9793132,9.34861434287988e-18,0,0,0,0,NaN,0,FALSE,0,0,0,1,0,0,0,0,1
"357",68416,0.066327286691787,9,9,9,557.833333333333,0.472222222222222,6,FALSE,0,0,0,4,0,0,5,4,13
"358",5152392,0.0446254494794995,2,2,2,0,1,2,FALSE,0,0,0,1,0,0,2,0,3
"359",1281191,0.0418496741445557,1,1,1,0,NaN,1,FALSE,0,0,0,1,0,0,0,1,2
"360",12651509,9.34861434287988e-18,0,0,0,0,NaN,0,FALSE,0,0,0,1,0,0,1,0,2
"361",6709955,9.34861434287988e-18,0,0,0,0,NaN,0,FALSE,0,0,0,1,0,0,0,1,2
"362",1366709,0.0418496741445557,1,1,1,0,NaN,1,FALSE,0,0,0,1,0,0,0,1,2
"363",20611735,0.0418496741445557,1,1,1,0,NaN,1,FALSE,0,0,0,1,0,0,0,1,2
"364",723962,0.0418496741445557,1,1,1,0,NaN,1,FALSE,0,0,0,1,0,0,0,1,2
"365",86096,0.0418496741445557,1,1,1,0,NaN,1,FALSE,0,0,0,1,0,0,0,1,2
"366",5505099,9.34861434287988e-18,0,0,0,0,NaN,0,FALSE,0,0,0,1,0,0,0,0,1
"367",85523,9.34861434287988e-18,0,0,0,0,NaN,0,FALSE,0,0,0,1,0,0,0,0,1
"368",590045,9.34861434287988e-18,0,0,0,0,NaN,0,FALSE,0,0,0,1,0,0,0,1,2
"369",14925164,0.0418496741445557,1,1,1,0,NaN,1,FALSE,0,0,0,2,0,0,0,0,2
"370",8747900,0.0418496741445557,1,1,1,0,NaN,1,FALSE,0,0,0,1,0,0,1,0,2
"371",969743,0.0418496741445557,1,1,1,0,NaN,1,FALSE,0,0,0,1,0,0,1,2,4
"372",23535023,9.34861434287988e-18,0,0,0,0,NaN,0,FALSE,0,0,0,1,0,0,0,0,1
"373",12724311,9.34861434287988e-18,0,0,0,0,NaN,0,FALSE,0,0,0,1,0,0,0,1,2
"374",24393293,9.34861434287988e-18,0,0,0,0,NaN,0,FALSE,0,0,0,1,0,0,0,0,1
"375",1189149,9.34861434287988e-18,0,0,0,0,NaN,0,FALSE,0,0,0,1,0,0,0,0,1
"376",7784529,9.34861434287988e-18,0,0,0,0,NaN,0,FALSE,0,0,0,1,0,0,0,0,1
"377",19952914,9.34861434287988e-18,0,0,0,0,NaN,0,FALSE,0,0,0,1,0,0,0,0,1
"378",1219831,9.34861434287988e-18,0,0,0,0,NaN,0,FALSE,0,0,0,1,0,0,0,1,2
"379",2119400,0.0418496741445557,1,1,1,0,NaN,1,FALSE,0,0,0,1,0,0,0,1,2
"380",25499223,0.0436775660512269,2,2,2,0,1,2,FALSE,0,0,0,1,0,0,0,0,1
"381",2320194,0.0418496741445557,1,1,1,0,NaN,1,FALSE,0,0,0,1,0,0,1,1,3
"382",16695705,9.34861434287988e-18,0,0,0,0,NaN,0,FALSE,0,0,0,1,0,0,0,0,1
"383",8510184,9.34861434287988e-18,0,0,0,0,NaN,0,FALSE,0,0,0,1,0,0,0,0,1
"384",28634907,9.34861434287988e-18,0,0,0,0,NaN,0,FALSE,0,0,0,1,0,0,0,0,1
"385",13793527,9.34861434287988e-18,0,0,0,0,NaN,0,FALSE,0,0,0,1,0,0,0,0,1
"386",7221205,0.00277577533494382,1,1,1,0,NaN,1,FALSE,0,0,0,1,0,0,0,3,4
"387",30305375,9.34861434287988e-18,0,0,0,0,NaN,0,FALSE,0,0,0,1,0,0,0,0,1
"388",31525995,9.34861434287988e-18,0,0,0,0,NaN,0,FALSE,0,0,0,1,0,0,0,0,1
"389",29483135,9.34861434287988e-18,0,0,0,0,NaN,0,FALSE,0,0,0,1,0,0,0,0,1
"390",32399639,9.34861434287988e-18,0,0,0,0,NaN,0,FALSE,0,0,0,1,0,0,0,0,1
"391",6402081,9.34861434287988e-18,0,0,0,0,NaN,0,FALSE,0,0,0,1,0,0,0,0,1
"392",34342895,9.34861434287988e-18,0,0,0,0,NaN,0,FALSE,0,0,0,1,0,0,0,0,1
"393",23558090,0.0418496741445557,1,1,1,0,NaN,1,FALSE,0,0,0,1,0,0,0,0,1
"394",21347264,9.54401854597778e-18,1,1,1,0,NaN,1,FALSE,0,0,0,1,0,0,0,0,1
"395",7397271,0.0418496741445557,1,1,1,0,NaN,1,FALSE,0,0,0,1,0,0,0,1,2
"396",9668104,1.01349754028376e-17,1,1,1,0,NaN,1,FALSE,0,0,0,2,0,0,0,0,2
"397",35302948,9.34861434287988e-18,0,0,0,0,NaN,0,FALSE,0,0,0,1,0,0,0,0,1
"398",1651212,0.0418496741445557,1,1,1,0,NaN,1,FALSE,0,0,0,1,0,0,1,0,2
"399",10662524,9.34861434287988e-18,0,0,0,0,NaN,0,FALSE,0,0,0,1,0,0,0,0,1
"400",20338036,9.34861434287988e-18,0,0,0,0,NaN,0,FALSE,0,0,0,2,0,0,0,1,3
"401",25839020,2.15749070113131e-17,2,2,2,0,1,2,FALSE,0,0,0,1,0,0,0,0,1
"402",71852,0.0436775660512269,2,2,2,0,1,2,FALSE,0,0,0,0,0,0,1,0,1
"403",701479,0.0100671452888932,1,1,1,0,NaN,1,FALSE,0,0,0,0,0,0,1,0,1
"404",1639,0.0519168194334489,2,2,2,0,1,2,FALSE,0,0,0,0,0,0,1,0,1
"405",75195,0.054184419743423,3,3,3,0,1,3,FALSE,0,0,0,0,0,0,2,0,2
"406",5081799,0.054184419743423,3,3,3,0,1,3,FALSE,0,0,0,0,0,0,1,0,1
"407",83411,0.0586314578365175,5,5,5,25.8333333333333,0.5,3,TRUE,0,0,0,0,0,0,9,0,9
"408",931368,0.0624448812362184,6,6,6,0,1,6,FALSE,0,0,0,0,0,0,2,0,2
"409",474107,0.0623549581535415,6,6,6,0,1,6,FALSE,0,0,0,0,0,0,1,0,1
"410",265817,0.0623549581535415,6,6,6,0,1,6,FALSE,0,0,0,0,0,0,3,0,3
"411",2006210,0.0623549581535415,6,6,6,0,1,6,FALSE,0,0,0,0,0,0,2,0,2
"412",852593,0.0623549581535415,6,6,6,0,1,6,FALSE,0,0,0,0,0,0,1,0,1
"413",649467,0.0694847029219944,8,8,8,0,1,8,FALSE,0,0,0,0,0,0,1,0,1
"414",18332,0.0694847029219944,8,8,8,0,1,8,FALSE,0,0,0,0,0,0,2,0,2
"415",194567,0.0694847029219944,8,8,8,0,1,8,FALSE,0,0,0,0,0,0,1,0,1
"416",1288823,0.0694847029219944,8,8,8,0,1,8,FALSE,0,0,0,0,0,0,3,0,3
"417",486104,0.0694847029219944,8,8,8,0,1,8,FALSE,0,0,0,0,0,0,2,0,2
"418",523294,0.054184419743423,3,3,3,0,1,3,FALSE,0,0,0,0,0,0,1,0,1
"419",135013,0.0443857280109899,2,2,2,0,1,2,FALSE,0,0,0,0,0,0,1,0,1
"420",2080084,0.0605991305374145,8,8,8,3,0.785714285714286,7,FALSE,0,0,0,0,0,0,4,0,4
"421",1808031,0.0456724264753226,3,3,3,0,1,3,FALSE,0,0,0,0,0,0,1,0,1
"422",69734,0.00226479381721429,1,1,1,0,NaN,1,FALSE,0,0,0,0,0,0,1,0,1
"423",609279,0.00419499287790109,2,2,2,0,1,2,FALSE,0,0,0,0,0,0,1,0,1
"424",364725,0.0544537989392452,6,6,6,0,1,6,FALSE,0,0,0,0,0,0,2,0,2
"425",441982,0.0833609795019414,25,25,25,2381.5,0.476666666666667,16,TRUE,0,0,0,0,0,0,5,0,5
"426",270854,0.0544537989392452,6,6,6,0,1,6,FALSE,0,0,0,0,0,0,1,0,1
"427",45380,0.0544537989392452,6,6,6,0,1,6,FALSE,0,0,0,0,0,0,1,0,1
"428",626834,0.0502637624665784,5,5,5,0,1,5,FALSE,0,0,0,0,0,0,2,0,2
"429",172952,0.0502637624665784,5,5,5,0,1,5,FALSE,0,0,0,0,0,0,1,0,1
"430",204693,0.0502637624665783,5,5,5,0,1,5,FALSE,0,0,0,0,0,0,2,0,2
"431",158169,0.0502637624665784,5,5,5,0,1,5,FALSE,0,0,0,0,0,0,1,0,1
"432",105168,0.0570017759346133,4,4,4,0,1,4,FALSE,0,0,0,0,0,0,1,0,1
"433",813492,0.046329833303942,3,3,3,0,1,3,FALSE,0,0,0,0,0,0,1,0,1
"434",368226,0.046329833303942,3,3,3,0,1,3,FALSE,0,0,0,0,0,0,1,0,1
"435",1587505,0.062630701255917,6,6,6,0,1,6,FALSE,0,0,0,0,0,0,1,0,1
"436",1907091,0.062630701255917,6,6,6,0,1,6,FALSE,0,0,0,0,0,0,1,0,1
"437",5034215,0.062630701255917,6,6,6,0,1,6,FALSE,0,0,0,0,0,0,1,0,1
"438",1095048,0.0483206705275545,4,4,4,0,1,4,FALSE,0,0,0,0,0,0,1,0,1
"439",381542,0.0483206705275545,4,4,4,0,1,4,FALSE,0,0,0,0,0,0,1,0,1
"440",475916,0.0483206705275545,4,4,4,0,1,4,FALSE,0,0,0,0,0,0,1,0,1
"441",5214594,0.0436775660512269,2,2,2,0,1,2,FALSE,0,0,0,0,0,0,1,0,1
"442",704877,0.0519168194334489,2,2,2,0,1,2,FALSE,0,0,0,0,0,0,1,0,1
"443",132747,0.00265478777189646,2,2,2,0,1,2,FALSE,0,0,0,0,0,0,1,0,1
"444",585534,0.0462356213465956,3,3,3,0,1,3,FALSE,0,0,0,0,0,0,3,0,3
"445",3084806,0.0480485690335607,4,4,4,0,1,4,FALSE,0,0,0,0,0,0,1,0,1
"446",1375586,0.0480485690335607,4,4,4,0,1,4,FALSE,0,0,0,0,0,0,1,0,1
"447",4009570,0.0480485690335607,4,4,4,0,1,4,FALSE,0,0,0,0,0,0,1,0,1
"448",489681,0.0533410963180968,6,6,6,0,1,6,FALSE,0,0,0,0,0,0,1,0,1
"449",108414,0.0533410963180968,6,6,6,0,1,6,FALSE,0,0,0,0,0,0,1,0,1
"450",618161,0.0533410963180968,6,6,6,0,1,6,FALSE,0,0,0,0,0,0,1,0,1
"451",1863675,0.0612237067124578,10,10,10,12.5,0.444444444444444,6,TRUE,0,0,0,0,0,0,11,0,11
"452",134164,0.0533410963180968,6,6,6,0,1,6,FALSE,0,0,0,0,0,0,2,0,2
"453",2098022,0.0418496741445557,1,1,1,0,NaN,1,FALSE,0,0,0,0,0,0,2,0,2
"454",52660,0.0436775660512269,2,2,2,0,1,2,FALSE,0,0,0,0,0,0,1,0,1
"455",25203,0.0436775660512269,2,2,2,0,1,2,FALSE,0,0,0,0,0,0,1,0,1
"456",273313,0.0566591536702625,4,4,4,0,1,4,TRUE,0,0,0,0,0,0,7,0,7
"457",975790,0.0566591536702626,4,4,4,0,1,4,FALSE,0,0,0,0,0,0,1,0,1
"458",2602096,0.051916819433449,2,2,2,0,1,2,FALSE,0,0,0,0,0,0,1,0,1
"459",1174647,0.0436775660512269,2,2,2,0,1,2,FALSE,0,0,0,0,0,0,1,0,1
"460",5274,0.0438664386317637,2,2,2,0,1,2,FALSE,0,0,0,0,0,0,1,0,1
"461",118963,0.0418496741445557,1,1,1,0,NaN,1,FALSE,0,0,0,0,0,0,1,0,1
"462",39635,0.0100671452888932,1,1,1,0,NaN,1,FALSE,0,0,0,0,0,0,2,0,2
"463",297789,0.0478582278689044,4,4,4,0,1,4,FALSE,0,0,0,0,0,0,2,0,2
"464",4067640,0.0478582278689043,4,4,4,0,1,4,FALSE,0,0,0,0,0,0,1,0,1
"465",1782471,0.0478582278689043,4,4,4,0,1,4,FALSE,0,0,0,0,0,0,1,0,1
"466",44112,0.0115125324885689,4,4,4,0,1,4,FALSE,0,0,0,0,0,0,2,0,2
"467",1178348,0.0436775660512269,2,2,2,0,1,2,FALSE,0,0,0,0,0,0,1,0,1
"468",77754,0.054184419743423,3,3,3,0,1,3,FALSE,0,0,0,0,0,0,1,0,1
"469",2032329,0.0460075307158312,3,3,3,0,1,3,FALSE,0,0,0,0,0,0,1,0,1
"470",1520758,0.0456724264753226,3,3,3,0,1,3,FALSE,0,0,0,0,0,0,1,0,1
"471",3739806,0.0456724264753226,3,3,3,0,1,3,FALSE,0,0,0,0,0,0,1,0,1
"472",294597,0.051916819433449,2,2,2,0,1,2,FALSE,0,0,0,0,0,0,1,0,1
"473",237985,0.071968081913401,11,11,11,0,1,11,FALSE,0,0,0,0,0,0,1,0,1
"474",4664956,0.0719680819134011,11,11,11,0,1,11,FALSE,0,0,0,0,0,0,1,0,1
"475",4550944,0.0719680819134011,11,11,11,0,1,11,FALSE,0,0,0,0,0,0,1,0,1
"476",477426,0.0719680819134011,11,11,11,0,1,11,FALSE,0,0,0,0,0,0,1,0,1
"477",7129,0.0719680819134011,11,11,11,0,1,11,FALSE,0,0,0,0,0,0,1,0,1
"478",865389,0.0719680819134011,11,11,11,0,1,11,FALSE,0,0,0,0,0,0,1,0,1
"479",8170825,0.0719680819134011,11,11,11,0,1,11,FALSE,0,0,0,0,0,0,1,0,1
"480",6129162,0.0719680819134011,11,11,11,0,1,11,FALSE,0,0,0,0,0,0,1,0,1
"481",43869,0.0719680819134011,11,11,11,0,1,11,FALSE,0,0,0,0,0,0,1,0,1
"482",4451499,0.0504496851103849,5,5,5,0,1,5,FALSE,0,0,0,0,0,0,2,0,2
"483",66762,0.0504496851103849,5,5,5,0,1,5,FALSE,0,0,0,0,0,0,1,0,1
"484",2327556,0.0541486251555165,7,7,7,4,0.619047619047619,5,FALSE,0,0,0,0,0,0,3,0,3
"485",44259,0.0504496851103849,5,5,5,0,1,5,FALSE,0,0,0,0,0,0,1,0,1
"486",583385,0.0445456317540696,2,2,2,0,1,2,FALSE,0,0,0,0,0,0,1,0,1
"487",193049,0.054644594461493,3,3,3,0,1,3,FALSE,0,0,0,0,0,0,2,0,2
"488",1061095,0.0115125324885689,4,4,4,0,1,4,FALSE,0,0,0,0,0,0,2,0,2
"489",923307,0.0519168194334489,2,2,2,0,1,2,TRUE,0,0,0,0,0,0,5,0,5
"490",236921,0.0488296399191818,4,4,4,0,1,4,FALSE,0,0,0,0,0,0,1,0,1
"491",866300,0.0456724264753226,3,3,3,0,1,3,FALSE,0,0,0,0,0,0,1,0,1
"492",239676,0.0456724264753226,3,3,3,0,1,3,FALSE,0,0,0,0,0,0,1,0,1
"493",4460050,0.054184419743423,3,3,3,0,1,3,FALSE,0,0,0,0,0,0,1,0,1
"494",4927165,0.0541844197434231,3,3,3,0,1,3,FALSE,0,0,0,0,0,0,2,0,2
"495",43428,0.0544630092279512,6,6,6,5.5,0.733333333333333,5,FALSE,0,0,0,0,0,0,2,0,2
"496",2922250,0.0520202948579133,5,5,5,0,1,5,FALSE,0,0,0,0,0,0,1,0,1
"497",483231,0.0520202948579133,5,5,5,0,1,5,FALSE,0,0,0,0,0,0,1,0,1
"498",2681407,0.0126015262133798,2,2,2,0,1,2,FALSE,0,0,0,0,0,0,1,0,1
"499",187022,0.095305343262217,14,14,14,0,1,14,FALSE,0,0,0,0,0,0,1,0,1
"500",120626,0.095305343262217,14,14,14,0,1,14,FALSE,0,0,0,0,0,0,1,0,1
"501",28356,0.095305343262217,14,14,14,0,1,14,FALSE,0,0,0,0,0,0,1,0,1
"502",473962,0.095305343262217,14,14,14,0,1,14,FALSE,0,0,0,0,0,0,3,0,3
"503",382668,0.095305343262217,14,14,14,0,1,14,FALSE,0,0,0,0,0,0,1,0,1
"504",493080,0.095305343262217,14,14,14,0,1,14,FALSE,0,0,0,0,0,0,1,0,1
"505",3073882,0.095305343262217,14,14,14,0,1,14,FALSE,0,0,0,0,0,0,2,0,2
"506",140237,0.0953053432622171,14,14,14,0,1,14,FALSE,0,0,0,0,0,0,1,0,1
"507",130920,0.095305343262217,14,14,14,0,1,14,FALSE,0,0,0,0,0,0,1,0,1
"508",5795139,0.10955236156114,20,20,20,60,0.589473684210526,14,FALSE,0,0,0,0,0,0,2,0,2
"509",4907920,0.116740312744913,30,30,30,2466.50000000001,0.489655172413793,16,TRUE,0,0,0,0,0,0,5,0,5
"510",1595733,0.095305343262217,14,14,14,0,1,14,FALSE,0,0,0,0,0,0,1,0,1
"511",440874,0.0496485354041221,4,4,4,0,1,4,FALSE,0,0,0,0,0,0,1,0,1
"512",7125810,0.0496485354041221,4,4,4,0,1,4,FALSE,0,0,0,0,0,0,1,0,1
"513",963023,0.0418496741445557,1,1,1,0,NaN,1,FALSE,0,0,0,0,0,0,2,0,2
"514",1046501,0.0446254494794995,2,2,2,0,1,2,FALSE,0,0,0,0,0,0,1,0,1
"515",984276,0.0418496741445557,1,1,1,0,NaN,1,FALSE,0,0,0,0,0,0,1,0,1
"516",4449821,0.0626427216053321,6,6,6,0,1,6,FALSE,0,0,0,0,0,0,3,0,3
"517",2162441,0.0591889387388307,8,8,8,0,1,8,FALSE,0,0,0,0,0,0,1,0,1
"518",231157,0.0591889387388307,8,8,8,0,1,8,FALSE,0,0,0,0,0,0,1,0,1
"519",204050,0.0591889387388307,8,8,8,0,1,8,FALSE,0,0,0,0,0,0,1,0,1
"520",1904129,0.0591889387388307,8,8,8,0,1,8,FALSE,0,0,0,0,0,0,2,0,2
"521",1850998,0.0591889387388307,8,8,8,0,1,8,FALSE,0,0,0,0,0,0,1,0,1
"522",5545474,0.0591889387388307,8,8,8,0,1,8,FALSE,0,0,0,0,0,0,2,0,2
"523",1741838,0.0591889387388307,8,8,8,0,1,8,FALSE,0,0,0,0,0,0,2,0,2
"524",418319,0.0418496741445557,1,1,1,0,NaN,1,FALSE,0,0,0,0,0,0,1,0,1
"525",9835,0.0418496741445557,1,1,1,0,NaN,1,FALSE,0,0,0,0,0,0,1,0,1
